"#Table S1. Description of the data included in MATEdb. Phylum, Subphylum, Class, Subclass, Superorder, Order, Family, Genus and Species_or_Subspecies correspond to those taxonomic levels using the information from NCBI Taxonomy and curating it when required. NCBI_Taxonomy_ID stands for NCBI's Taxonomy ID. Code corresponds to a four letter plus one number code used for each dataset. The same four letters are used when a specie comprises more than one dataset and the number is changed. Genome_or_Transcriptome for whether the data corresponds to a genome or a transcriptome, Sequencing_Technology to describe the sequencing technology used to generate te data. Database corresponds to the source of the raw data and Accession_Number refers to the accession number in the aforementioned database. Reference contains the publication where the generation of the data is described. Alternative_repository refers to any other source with additional information for that given dataset. BUSCO_Database refers to the database used to quantify completeness metrics. Trinity_C_plus_F Trinity_C Trinity_S Trinity_D Trinity_F Trinity_M each refer to the complete plus fragmented genes, complete, single copy, duplicated, fragmented an missing genes as determined by BUSCO in the assemblies produced by Trinity. Filtered_C_plus_F Filtered_C Filtered_S Filtered_D Filtered_F Filtered_M refer to the aforementioned parameters after filtering the data using BlobTools. Protein_Number refers to the number of proteins identified by TransDecoder, C_plus_F C S D F M refere to the same parameters previously described as part of BUSCO's output and Eggnog refers the the number of proteins whose annotation was possible using eggNOG-mapper. Fields # contigs (>= 0 bp), # contigs (>= 1000 bp), # contigs (>= 5000 bp), # contigs (>= 10000 bp), # contigs (>= 25000 bp), # contigs (>= 50000 bp), Total length (>= 0 bp), Total length (>= 1000 bp), Total length (>= 5000 bp), Total length (>= 10000 bp), Total length (>= 25000 bp), Total length (>= 50000 bp), # contigs, Largest contig, Total length, GC (%), N50, N75, L50, L75 and # N's per 100 kbp describe the basic statistics calculated using QUAST for all the genomic datasets in the database. The fields # Transcripts and # Longest isoforms are calculated for the transcriptomes in the database."																																																												
																																																												
Phylum	Subphylum	Class	Subclass	Superorder	Order	Family	Genus	Species_or_Subspecies	NCBI_Taxonomy_ID	Code	Genome_or_Transcriptome	Sequencing_Technology	Database	Accession_Number	Reference	Alternative_repository	BUSCO_Database	Trinity_C_plus_F	Trinity_C	Trinity_S	Trinity_D	Trinity_F	Trinity_M	Filtered_C_plus_F	Filtered_C	Filtered_S	Filtered_D	Filtered_F	Filtered_M	Protein_Number	C_plus_F	C	S	D	F	M	Eggnog	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# Transcripts	# Longest isoforms
Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Tetranychidae	Panonychus	Panonychus citri	50023	PCIT1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR341928			arthropoda_odb10	85.9	79.3	60.4	18.9	6.6	14.1	90.2	82.9	59.2	23.7	7.3	9.8	15849	87.4	80.3	76.8	3.5	7.1	12.6	11776	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45747	15849
Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Tetranychidae	Tetranychus	Tetranychus cinnabarinus	93129	TCIN1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR519097			arthropoda_odb10	88.2	83.6	65.6	18	4.6	11.8	92.2	86.9	67.9	19	5.3	7.8	12167	88.7	83.4	81.5	1.9	5.3	11.3	9339	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32791	12167
Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Tetranychidae	Tetranychus	Tetranychus urticae	32264	TURT1	Genome	Sanger	NCBI Genome	GCF_000239435.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	11686	91.7	90	82.3	7.7	1.7	8.3	9191	640	640	256	167	75	57	90815494	90815494	89462687	88861836	87495659	86860602	640	7801961	90815494	32.25	2993488	1387564	10	22	1338.31	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Trombiculidae	Leptotrombidium	Leptotrombidium deliense	299467	LDEL1	Genome	Illumina PE + MP	GigaDB	100505	https://academic.oup.com/gigascience/article/7/12/giy127/5160133		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14667	89.6	82.9	82	0.9	6.7	10.4	13372	66710	28738	4299	1505	151	5	117319359	91495136	43952125	24580742	4764053	303202	66702	96716	117316513	33.62	2941	1107	8170	25400	36.32	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Trombidiidae	Dinothrombium	Dinothrombium tinctorium	1965070	DTIN1	Genome	Illumina HiSeq	NCBI Genome	GCA_003675995.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	19024	90.8	88.3	54.4	33.9	2.5	9.2	17684	22758	22758	9417	5507	1521	261	180399227	180399227	149947259	122053761	59686200	17527490	22758	272629	180399227	32.3	16512	7534	3035	7033	140.87	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Opilioacariformes	Opilioacarida	Opilioacaridae	-	Opilioacaridae sp. CSL-2018	2480684	OPSP1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR8080646			arthropoda_odb10	69.2	49.1	41.5	7.6	20.1	30.8	70.7	50.7	43.8	6.9	20	29.3	11511	70.6	50.4	49.6	0.8	20.2	29.4	9128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45293	11511
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Argasidae	Ornithodoros	Ornithodoros rostratus	360320	OROS1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1732011			arthropoda_odb10	90.2	85.6	68.5	17.1	4.6	9.8	94.2	88.8	70.5	18.3	5.4	5.8	13081	89.9	84.3	83.5	0.8	5.6	10.1	9885	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57198	13081
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Ixodidae	Amblyomma	Amblyomma americanum	6943	AAME1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1756275 / SRR1756327			arthropoda_odb10	89.6	84	65.3	18.7	5.6	10.4	92.8	86.5	66.9	19.6	6.3	7.2	12187	90.7	84.2	83.1	1.1	6.5	9.3	8996	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50609	12187
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Ixodidae	Dermacentor	Dermacentor andersoni	34620	DAND1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1756429 + SRR1756486			arthropoda_odb10	87.9	80.4	65.4	15	7.5	12.1	90.9	83.7	68.4	15.3	7.2	9.1	13151	88.4	81.1	79.6	1.5	7.3	11.6	9533	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57240	13151
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Ixodidae	Hyalomma	Hyalomma excavatum	257692	HEXC1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3157672			arthropoda_odb10	90.6	85.8	57	28.8	4.8	9.4	93.9	89.4	59	30.4	4.5	6.1	15577	90.3	85.7	83.6	2.1	4.6	9.7	10498	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84831	15577
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Ixodidae	Ixodes	Ixodes scapularis	6945	ISCA1	Genome	PacBio	NCBI Genome	GCF_002892825.2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	27778	97.4	96.7	84	12.7	0.7	2.6	22324	6476	6476	6316	6063	4691	4174	2081329876	2081329876	2080884872	2078891926	2056125673	2037711874	6476	12748858	2081329876	45.96	835681	396814	592	1506	0	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus sanguineus	34632	RSAN1	Genome	PacBio Sequel	NCBI Genome	GCF_013339695.1	https://www.sciencedirect.com/science/article/pii/S0092867420309314?via3Dihub#tbl1		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	23522	95.4	94	82.2	11.8	1.4	4.6	18513	2328	2328	2328	2328	2044	1133	2365525320	2365525320	2365525320	2365525320	2359808768	2325645723	2328	340706149	2365525320	46.86	208696187	154776919	5	9	43.8	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Mesostigmata	Dermanyssidae	Dermanyssus	Dermanyssus gallinae	34641	DGAL1	Transcriptome	454 GS FLX Titanium	NCBI SRA	SRR658515			arthropoda_odb10	92.5	89.9	48.2	41.7	2.6	7.5	95.5	93.1	49.3	43.8	2.4	4.5	20743	91.9	89.3	86.2	3.1	2.6	8.1	10140	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	116887	20743
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Mesostigmata	Laelapidae	Tropilaelaps	Tropilaelaps mercedesae	418985	TMER1	Genome	Illumina HiSeq 2000 PE + MP	UniProt	UP000192247/GCA_002081605.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14214	91	85.8	84.1	1.7	5.2	9	9928	33764	23125	14580	10584	4481	1247	352534912	348981976	328946905	299756138	199168440	87532658	24750	327111	350135968	44.26	29084	15762	3588	7656	7543.39	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Mesostigmata	Phytoseiidae	Galendromus	Galendromus occidentalis	34638	GOCC1	Genome	454 XLR	NCBI Genome	GCF_000255335.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	11637	96.3	95.6	91.2	4.4	0.7	3.7	9965	2210	2208	947	641	334	251	151699350	151697987	149227780	147053567	142290679	139432315	2210	3231181	151699350	51.58	896831	404888	52	115	264.05	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Mesostigmata	Varroidae	Varroa	Varroa destructor	109461	VDES1	Genome	Illumina; PacBio RS II	NCBI Genome	GCF_002443255.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	10260	87.5	86.5	80.1	6.4	1	12.5	8475	1426	1426	210	113	54	28	368942295	368942295	366917187	366222878	365333764	364414953	1426	76898487	368942295	40.92	58536683	41990949	3	5	73.54	-	-
Arthropoda	Chelicerata	Arachnida	Acari	Parasitiformes	Mesostigmata	Varroidae	Varroa	Varroa jacobsoni	62625	VJAC1	Genome	Illumina HiSeq	NCBI Genome	GCF_002532875.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	10739	88.9	88.3	82.8	5.5	0.6	11.1	8783	4881	4881	2901	2603	2178	1741	365585945	365585945	362096262	359931882	352936996	337060894	4881	1234324	365585945	40.94	233810	129695	482	1006	111.85	-	-
Arthropoda	Chelicerata	Merostomata	-	-	Xiphosura	Limulidae	Carcinoscorpius	Carcinoscorpius rotundicauda	6848	CROT1	Genome	llumina HiSeq X; PacBio; Hi?	Figshare	13172414/2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	28424	96.8	91	78	13	5.8	3.2	24841	30138	30138	9237	4395	1099	209	1725596044	1725596044	1678811694	1644663666	1593978148	1564677692	30138	178168122	1725596044	33.65	90264435	79870535	7	12	852.32	-	-
Arthropoda	Chelicerata	Merostomata	-	-	Xiphosura	Limulidae	Limulus	Limulus polyphemus	6850	LPOL1	Genome	454; Illumina	NCBI Genome	GCF_000517525.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	22873	94.5	90.3	70.6	19.7	4.2	5.5	20714	286792	50852	16125	13196	9330	6578	1828256766	1722862555	1662552067	1641477679	1578257398	1479885206	129202	5191289	1776975631	33.58	264022	92256	1614	4429	6892.9	-	-
Arthropoda	Chelicerata	Merostomata	-	-	Xiphosura	Limulidae	Tachypleus	Tachypleus gigas	6852	TGIG1	Genome	SMRT reads; Illumina PE; Hi-C	NCBI Genome	GCA_014155125.1	https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.13233		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26157	90.4	81.3	70.7	10.6	9.1	9.6	20863	244	244	244	244	214	155	1830813321	1830813321	1830813321	1830813321	1830287591	1828231437	244	216372564	1830813321	33.43	139774651	109467620	6	9	8.99	-	-
Arthropoda	Chelicerata	Merostomata	-	-	Xiphosura	Limulidae	Tachypleus	Tachypleus tridentatus	6853	TTRI1	Genome	llumina HiSeq X; PacBio; Hi?	DRYAD	dryad.68pk1rv	https://onlinelibrary.wiley.com/doi/full/10.1111/1755-0998.12988		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	34966	87.3	78.9	68.4	10.5	8.4	12.7	27534	204	204	204	204	195	81	2167470406	2167470406	2167470406	2167470406	2167287235	2162766717	204	275858341	2167470406	33.49	169002194	138509644	6	9	168.84	-	-
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Callipallenidae	Meridionale	Meridionale flava	2138384	PFLA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR13153831			arthropoda_odb10	92.5	86.8	59.6	27.2	5.7	7.5	96.2	89.7	62.5	27.2	6.5	3.8	22785	91.3	84.5	82.7	1.8	6.8	8.7	15970	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	159274	22785
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Callipallenidae	Stylopallene	Stylopallene cheilorhynchus	1216044	SCHE1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR13153830			arthropoda_odb10	95.6	94.2	52.9	41.3	1.4	4.4	98.6	97.1	55	42.1	1.5	1.4	15868	86.5	84.5	83.3	1.2	2	13.5	10812	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	120033	15868
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Nymphonidae	Nymphon	Nymphon gracile	136195	NYGR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653221			arthropoda_odb10	84.9	75.8	54.1	21.7	9.1	15.1	87.7	76	42.2	33.8	11.7	12.3	15856	83.6	71.9	70.5	1.4	11.7	16.4	11649	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	78152	15856
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Nymphonidae	Nymphon	Nymphon molleri	2138377	NMOL1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR13153829			arthropoda_odb10	93	89.8	69.1	20.7	3.2	7	97.2	93.3	71.7	21.6	3.9	2.8	17345	92.9	88.6	87.3	1.3	4.3	7.1	12818	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	97058	17345
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus insignis	1842456	ANIN1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5237777			arthropoda_odb10	86	69.4	47.6	21.8	16.6	14	86.2	68.5	48.2	20.3	17.7	13.8	13305	79.4	62.1	61.3	0.8	17.3	20.6	10913	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57216	13305
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Phoxichilidiidae	Phoxichilidium	Phoxichilidium cf. femoratum JB-2020	2792819	PFEM1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR13153828			arthropoda_odb10	95.3	94.9	50.3	44.6	0.4	4.7	99	98.6	55	43.6	0.4	1	13442	86.9	85.9	84.1	1.8	1	13.1	9851	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	92152	13442
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum litorale	261975	PLIT1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR7879353			arthropoda_odb10	91.4	83.3	43.6	39.7	8.1	8.6	94.8	86.5	44.3	42.2	8.3	5.2	16363	83.9	75.9	74.8	1.1	8	16.1	12534	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	132923	16363
Arthropoda	Chelicerata	Pycnogonida	-	-	Pantopoda	Tanystylidae	Tanystylum	Tanystylum orbiculare	88027	TORB1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR13153832			arthropoda_odb10	94.1	93.1	67.3	25.8	1	5.9	98.1	97.3	72.1	25.2	0.8	1.9	13009	89.1	87.7	86.3	1.4	1.4	10.9	10641	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	74713	13009
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Chydoridae	Anchistropus	Anchistropus emarginatus	423250	AEMA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140156	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	97.2	95.4	30.1	65.3	1.8	2.8	98.9	95.9	31.9	64	3	1.1	12291	80.8	77.5	76.5	1	3.3	19.2	9678	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	97216	12291
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Cyclestheriidae	Cyclestheria	Cyclestheria hislopi	77743	CHIS1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140134	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	95.4	89.1	28.7	60.4	6.3	4.6	95.9	86.5	27.3	59.2	9.4	4.1	14772	80.4	70.8	70	0.8	9.6	19.6	11358	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	141810	14772
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Cyzicidae	Ozestheria	Ozestheria pilosa	1930649	OPIL1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140139	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	87.8	68.6	42.3	26.3	19.2	12.2	89.2	68.6	46.6	22	20.6	10.8	16722	82.8	62.6	60.9	1.7	20.2	17.2	13593	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62661	16722
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Cyzicidae	Ozestheria	Ozestheria rubra	1897130	ORUB1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4113504			arthropoda_odb10	86.9	69.3	37.5	31.8	17.6	13.1	88.2	69.4	41.1	28.3	18.8	11.8	15920	82.3	63.3	61.9	1.4	19	17.7	13060	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	66819	15920
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Daphniidae	Ceriodaphnia	Ceriodaphnia quadrangula	302196	CCFQ1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140137	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	85.9	64.5	43.9	20.6	21.4	14.1	86.2	63.2	42.7	20.5	23	13.8	18986	83	59.9	59	0.9	23.1	17	14151	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65022	18986
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Daphniidae	Daphnia	Daphnia magna	35525	DMAG1	Genome	454	Uniprot	UP000076858/GCA_001632505.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26599	95.8	92.1	91.1	1	3.7	4.2	14566	28801	6576	1000	420	347	293	129543483	119957162	107873285	104180575	102956349	101025937	13180	3718170	124519356	40.67	417686	111610	56	196	18856.46	-	-
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Daphniidae	Scapholeberis	Scapholeberis mucronata	202097	SMUC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140113	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	93.2	85.6	34.4	51.2	7.6	6.8	95.4	84.9	34.6	50.3	10.5	4.6	13251	82.2	71.6	71.1	0.5	10.6	17.8	10788	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61593	13251
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Daphniidae	Simocephalus	Simocephalus vetulus	77651	SVET1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140138	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	94.3	87.6	50.5	37.1	6.7	5.7	96.1	88.8	53.8	35	7.3	3.9	17499	83.9	76.8	76.3	0.5	7.1	16.1	13559	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59009	17499
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Eocyzicidae	Eocyzicus	Eocyzicus sp. MCZ IZ 50104	1930652	EOCY1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140111	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	91.6	81	36.8	44.2	10.6	8.4	93.6	80.8	38.2	42.6	12.8	6.4	16477	84.7	72.5	70	2.5	12.2	15.3	13351	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	107457	16477
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Leptestheriidae	Eoleptestheria	Eoleptestheria cf. ticinensis MCZ IZ 50108	1930653	ETIC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140141	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	88.3	74	40.8	33.2	14.3	11.7	91	74.7	43.7	31	16.3	9	16317	81.5	65.8	63.5	2.3	15.7	18.5	13237	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81989	16317
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Limnadiidae	Eulimnadia	Eulimnadia sp. MCZ IZ 50085	1930639	EULI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140124	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	85.1	66.4	43.8	22.6	18.7	14.9	87.5	67.8	47.2	20.6	19.7	12.5	17490	82.4	63.1	61.3	1.8	19.3	17.6	14164	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73024	17490
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Limnadiidae	Paralimnadia	Paralimnadia urukhai	1747217	PURU1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140109	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	88.1	72.8	47.1	25.7	15.3	11.9	90.8	72.9	49.7	23.2	17.9	9.2	16571	83.1	65.7	64.3	1.4	17.4	16.9	13502	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64480	16571
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Lynceidae	Lynceus	Lynceus sp. MCZ IZ 141354	1930659	LYNC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140145	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	86.9	70.4	46.9	23.5	16.5	13.1	90.4	72.1	48.1	24	18.3	9.6	14048	82.8	65	64.3	0.7	17.8	17.2	11215	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75909	14048
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Macrotrichidae	-	-	77757	MACR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140158	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	95	92.3	44	48.3	2.7	5	97.1	93	44.9	48.1	4.1	2.9	13748	79.5	74.9	74.6	0.3	4.6	20.5	10316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72733	13748
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Moinidae	Moina	Moina sp. MCZ IZ 74079	1930661	MOIN1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140125	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	95.7	92.9	37.1	55.8	2.8	4.3	98.1	94.1	40.6	53.5	4	1.9	14238	79.9	75.8	75.3	0.5	4.1	20.1	10075	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72746	14238
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Podonidae	Evadne	Evadne cf. nordmanni MCZ IZ 68046	1930655	ENOR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140118			arthropoda_odb10	89.1	75.5	43.8	31.7	13.6	10.9	90.8	73.8	43.7	30.1	17	9.2	14501	83.9	67	65.6	1.4	16.9	16.1	11710	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68840	14501
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Diplostraca	Sididae	Sida	Sida crystallina	77656	SCRY1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140104	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	92.3	85.8	52	33.8	6.5	7.7	95.6	87.6	54.7	32.9	8	4.4	16812	87.8	79.1	78.3	0.8	8.7	12.2	12746	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98473	16812
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Notostraca	Triopsidae	Lepidurus	Lepidurus cryptus	1930656	LCRY1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140152	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	86.6	68.9	33.5	35.4	17.7	13.4	89.3	68.6	38.7	29.9	20.7	10.7	15399	77.7	58	57.4	0.6	19.7	22.3	11762	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	79652	15399
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Notostraca	Triopsidae	Triops	Triops granarius	109777	TGRA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140126	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	90.6	78.9	41.8	37.1	11.7	9.4	93.6	79.8	45.2	34.6	13.8	6.4	15138	81.8	68.5	68.1	0.4	13.3	18.2	11737	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	89980	15138
Arthropoda	Crustacea	Branchiopoda	Phyllopoda	-	Notostraca	Triopsidae	Triops	Triops newberryi	1048741	TNEW1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3212077			arthropoda_odb10	93.8	91.5	80.1	11.4	2.3	6.2	97.8	95	82.8	12.2	2.8	2.2	10457	86.9	83.8	83.4	0.4	3.1	13.1	8984	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18079	10457
